CustomerID,NRIC,Name,Gender,Address,Region,Age,,,,,
1000043,S8389952I,Lee Seng Eng,Male,"Woodlands,Ave5,BLK2,#8-1967",North,84,,,,,
1000044,S8558668L,Neo Wai Mei,Male,"Punggol,Ave3,BLK1,#3-1777",Northeast,80,,,,,
1000045,S5255261I,Lim Chun Wei,Female,"Bukit Batok,Ave9,BLK1,#3-1058",West,44,,,,,
1000046,S7036204W,Ng Gim Seng,Male,"Bishan,Ave1,BLK3,#3-1645",Central,54,,,,,
1000047,S8861956K,Tay Meng Lan,Female,"Hougang,Ave2,BLK6,#9-1741",Northeast,35,,,,,
1000048,S4648806L,Tan Tee Seng,Male,"Bukit Panjang,Ave5,BLK10,#3-1248",West,17,,,,,
1000049,S7542978Y,Chong Beng Kek,Male,"Yishun,Ave8,BLK10,#4-156",North,60,,,,,
1000050,S5764517I,Chan Meng Mei,Male,"Bukit Panjang,Ave10,BLK9,#12-257",West,10,,,,,
1000051,S8676742P,Yeo Yee Meng,Female,"Clementi,Ave7,BLK4,#15-863",West,73,,,,,
1000052,S6384912Z,Ang Kah Yew,Female,"Boon Lay,Ave6,BLK3,#15-1651",West,69,,,,,
1000053,S4476665C,Phua Fatt Mei,Female,"Choa Chu Kang,Ave9,BLK3,#2-1024",West,38,,,,,
1000054,S5325913Y,Lau Fook Seng,Male,"Ang Mo Kio,Ave6,BLK6,#7-1365",Northeast,79,,,,,
1000055,S7099051H,Chong Chun Seng,Male,"Lim Chu Kang,Ave4,BLK6,#3-539",North,67,,,,,
1000056,S5868861E,Chua Lay Chun,Female,"Sengkang,Ave3,BLK2,#17-1174",Northeast,34,,,,,
1000057,S8605863Z,Fong Yue Mun,Male,"Hougang,Ave2,BLK2,#3-1220",Northeast,59,,,,,
1000058,S5017737N,Ng Yew How,Male,"Sengkang,Ave6,BLK8,#4-148",Northeast,57,,,,,
1000059,S6052935J,Lee Lay Xiao,Male,"Boon Lay,Ave1,BLK3,#20-1767",West,33,,,,,
1000060,S8280816Q,Koh Ting Gim,Male,"Pasir Ris,Ave1,BLK5,#7-1778",East,52,,,,,
1000061,S5289964A,Yap Lian Kuan,Female,"Boon Lay,Ave6,BLK3,#3-1027",West,13,,,,,
1000062,S7562266C,Lim Yee Hock,Male,"Lim Chu Kang,Ave7,BLK10,#19-199",North,79,,,,,
1000063,S6683989G,Lau Chun Sun,Female,"Punggol,Ave4,BLK10,#11-1650",Northeast,59,,,,,
1000064,S8652494I,Chang Hoong Wei,Female,"Bukit Batok,Ave10,BLK3,#14-1952",West,62,,,,,
1000065,S7579801Z,Neo Mun Yew,Female,"Clementi,Ave2,BLK1,#9-1191",West,36,,,,,
1000066,S5239961M,Yeo Eng Kah,Male,"Jurong,Ave3,BLK7,#10-876",West,66,,,,,
1000067,S4762251J,Fong Kah Yee,Female,"Lim Chu Kang,Ave9,BLK10,#2-222",North,84,,,,,
1000068,S5440408K,Goh Lian Meng,Male,"Bukit Merah,Ave9,BLK5,#14-626",Central,28,,,,,
1000069,S8642403C,Khoo Wai Tee,Male,"Bukit Merah,Ave4,BLK6,#7-1771",Central,29,,,,,
1000070,S7721905V,Tay Mun Yew,Female,"Clementi,Ave5,BLK8,#3-153",West,48,,,,,
1000071,S5987310O,Yap Lay Yew,Male,"Jurong,Ave6,BLK1,#5-492",West,61,,,,,
1000072,S8489174V,Koh Xiao Choon,Male,"Sengkang,Ave4,BLK7,#12-1139",Northeast,74,,,,,
1000073,S7336444X,Lee Lian Fook,Male,"Ang Mo Kio,Ave1,BLK8,#3-999",Northeast,27,,,,,
1000074,S5085140B,Pan Mun How,Male,"Lim Chu Kang,Ave9,BLK7,#20-483",North,71,,,,,
1000075,S5598861U,Teo Kah Mun,Female,"Changi,Ave5,BLK5,#17-498",East,72,,,,,
1000076,S6980899V,Teo Kuan Ting,Male,"Yishun,Ave2,BLK5,#19-562",North,30,,,,,
1000077,S6178440Q,Yong Eng Mei,Male,"Ang Mo Kio,Ave8,BLK9,#11-570",Northeast,12,,,,,
1000078,S8813765Q,Khoo Hoong Mei,Female,"Hougang,Ave4,BLK10,#15-839",Northeast,67,,,,,
1000079,S4534310A,Loh Gim Gim,Male,"Bukit Timah,Ave9,BLK9,#5-623",Central,43,,,,,
1000080,S6894035E,Low Chun Chun,Female,"Woodlands,Ave6,BLK1,#10-661",North,74,,,,,
1000081,S4974285U,Chen Fook Sun,Male,"Ang Mo Kio,Ave10,BLK2,#6-1294",Northeast,13,,,,,
1000082,S5535658A,Lau Eng Sun,Female,"Bukit Timah,Ave5,BLK5,#15-776",Central,57,,,,,
1000083,S8480710N,Yong Hoong Seng,Female,"Bukit Timah,Ave9,BLK6,#13-1002",Central,29,,,,,
1000084,S8276389I,Chan Ting Sun,Male,"Lim Chu Kang,Ave4,BLK5,#18-519",North,14,,,,,
1000085,S4956117C,Lau Mun Hock,Male,"Bedok,Ave6,BLK3,#6-1835",East,62,,,,,
1000086,S7035602H,Ang Keng Lian,Male,"Punggol,Ave3,BLK5,#6-1227",Northeast,69,,,,,
1000087,S4440554A,Wong Keng Lan,Female,"Hougang,Ave5,BLK2,#6-293",Northeast,84,,,,,
1000088,S6998379Y,Wong Ting Mei,Male,"Bukit Timah,Ave8,BLK1,#3-1510",Central,88,,,,,
1000089,S6344353U,Lau Mun Xiao,Male,"Pasir Ris,Ave6,BLK3,#12-358",East,48,,,,,
1000090,S8662301I,Wu Beng Wai,Male,"Sembawang,Ave5,BLK8,#7-1956",North,62,,,,,
1000091,S7626969O,Koh Choon Yew,Male,"Bukit Panjang,Ave3,BLK6,#18-701",West,60,,,,,
1000092,S5041705E,Koh Poh Fook,Female,"Bukit Batok,Ave1,BLK3,#13-1624",West,75,,,,,
1000093,S4715746K,Goh Kah Eng,Male,"Bukit Batok,Ave3,BLK1,#3-1397",West,72,,,,,
1000094,S8182390H,Teng Hoong Seng,Male,"Changi,Ave1,BLK4,#18-1523",East,21,,,,,
1000095,S5850253C,Tay Kuan Mei,Female,"Sengkang,Ave4,BLK2,#17-540",Northeast,37,,,,,
1000096,S4421761G,Khoo Kek Wah,Male,"Woodlands,Ave3,BLK1,#2-404",North,48,,,,,
1000097,S4443507I,Ang Kah Hoong,Female,"Punggol,Ave8,BLK5,#6-1319",Northeast,9,,,,,
1000098,S5383192H,Leong Lan Wai,Female,"Bukit Panjang,Ave5,BLK4,#10-371",West,69,,,,,
1000099,S8330713G,Lee Lan Leng,Male,"Hougang,Ave4,BLK6,#18-1864",Northeast,73,,,,,
1000100,S7094868I,Chong Mei Fook,Male,"Changi,Ave6,BLK10,#6-1182",East,23,,,,,
1000101,S8085844G,Tay Hock How,Female,"Punggol,Ave8,BLK2,#10-623",Northeast,26,,,,,
1000102,S5850171X,Low Wai Kah,Female,"Ang Mo Kio,Ave10,BLK10,#10-601",Northeast,43,,,,,
1000103,S8437323S,Wu Tee Meng,Female,"Lim Chu Kang,Ave8,BLK4,#12-307",North,36,,,,,
1000104,S5180766L,Pang Gim Kuan,Female,"Bukit Batok,Ave5,BLK1,#2-942",West,45,,,,,
1000105,S8232016E,Chen Chun Eng,Male,"Clementi,Ave2,BLK7,#13-1976",West,46,,,,,
1000106,S4878036H,Fang Poh Lian,Male,"Bukit Batok,Ave10,BLK9,#5-648",West,54,,,,,
1000107,S5842807W,Pan Wai Fook,Male,"Ang Mo Kio,Ave10,BLK1,#14-828",Northeast,39,,,,,
1000108,S8791747I,Tay Mun Keng,Male,"Jurong,Ave3,BLK3,#14-1994",West,83,,,,,
1000109,S4800636A,Khoo Chee Keng,Female,"Bedok,Ave1,BLK9,#19-135",East,53,,,,,
1000110,S4605840Z,Koh Mun Lan,Male,"Changi,Ave10,BLK4,#20-150",East,43,,,,,
1000111,S7957071X,Soh Chee Hoong,Male,"Choa Chu Kang,Ave7,BLK2,#3-1940",West,72,,,,,
1000112,S6158672I,Fong Leng Wei,Female,"Bukit Merah,Ave10,BLK2,#17-686",Central,47,,,,,
1000113,S6147293A,Loh Meng Yee,Male,"Ang Mo Kio,Ave10,BLK1,#16-1916",Northeast,71,,,,,
1000114,S5205751K,Fang Meng Mei,Female,"Lim Chu Kang,Ave8,BLK5,#10-728",North,49,,,,,
1000115,S5287497R,Yap Leng Lian,Male,"Bukit Panjang,Ave6,BLK1,#15-1660",West,35,,,,,
1000116,S5982351Y,Fong Eng Chee,Female,"Bukit Panjang,Ave6,BLK9,#6-974",West,80,,,,,
1000117,S5113213H,Koh Eng Hoong,Male,"Bukit Merah,Ave6,BLK1,#9-278",Central,46,,,,,
1000118,S8589666D,Chong Leng Xiao,Female,"Pasir Ris,Ave5,BLK7,#7-1299",East,8,,,,,
1000119,S5543016C,Ong Wei How,Female,"Yishun,Ave7,BLK7,#12-1804",North,45,,,,,
1000120,S6987560L,Ang Gim Kah,Female,"Ang Mo Kio,Ave5,BLK2,#7-266",Northeast,81,,,,,
1000121,S8147209Z,Teo Fook Hock,Male,"Pasir Ris,Ave9,BLK2,#7-310",East,18,,,,,
1000122,S8452338T,Koh Mei Kek,Male,"Bedok,Ave7,BLK6,#15-1222",East,12,,,,,
1000123,S7041020D,Chang Ting Lan,Male,"Hougang,Ave2,BLK8,#9-1605",Northeast,62,,,,,
1000124,S8575595V,Teo Fatt Seng,Male,"Bukit Timah,Ave2,BLK10,#3-829",Central,67,,,,,
1000125,S7838974S,Chen Eng Fook,Female,"Woodlands,Ave7,BLK4,#10-1630",North,54,,,,,
1000126,S7028030X,Ng Kah Chee,Female,"Bukit Merah,Ave8,BLK6,#5-1849",Central,62,,,,,
1000127,S7730665W,Phua Beng Tee,Female,"Lim Chu Kang,Ave8,BLK5,#8-204",North,9,,,,,
1000128,S8721421K,Fong Xiao Meng,Male,"Jurong,Ave10,BLK10,#11-1357",West,67,,,,,
1000129,S4595825O,Chan Yue Yee,Male,"Bedok,Ave7,BLK1,#20-1998",East,90,,,,,
1000130,S8001991X,Khoo Mei Wei,Female,"Sembawang,Ave2,BLK4,#9-1865",North,65,,,,,
1000131,S5677255P,Lee Wei Beng,Female,"Lim Chu Kang,Ave4,BLK7,#9-421",North,43,,,,,
1000132,S7432066X,Fong Choon Fatt,Male,"Tampines,Ave1,BLK4,#3-1727",East,72,,,,,
1000133,S5334712J,Teng Kek Seng,Male,"Sembawang,Ave2,BLK3,#14-1299",North,75,,,,,
1000134,S7732990K,Chen Beng Mun,Male,"Boon Lay,Ave9,BLK4,#17-137",West,76,,,,,
1000135,S5138284B,Ho Keng Fatt,Female,"Lim Chu Kang,Ave1,BLK7,#3-1044",North,83,,,,,
1000136,S5749488K,Fong Lian Wai,Male,"Ang Mo Kio,Ave5,BLK3,#20-1674",Northeast,41,,,,,
1000137,S7586053C,Chong Beng Hoong,Female,"Bedok,Ave8,BLK8,#16-1468",East,29,,,,,
1000138,S8461993A,Ng Mei Leng,Female,"Boon Lay,Ave5,BLK2,#7-1813",West,55,,,,,
1000139,S7562770E,Pang Hoong Beng,Female,"Choa Chu Kang,Ave5,BLK10,#6-1882",West,18,,,,,
1000140,S5330886T,Tan Lan Seng,Male,"Bishan,Ave8,BLK1,#14-958",Central,70,,,,,
1000141,S4448138M,Leong Kek Fook,Female,"Tampines,Ave2,BLK9,#8-894",East,71,,,,,
1000142,S6736190V,Low Xiao Meng,Male,"Ang Mo Kio,Ave2,BLK1,#19-1770",Northeast,40,,,,,
1000143,S4961980B,Phua Hock Yue,Male,"Jurong,Ave10,BLK1,#8-1341",West,37,,,,,
1000144,S8310254R,Fong Mei Lan,Male,"Bukit Merah,Ave5,BLK2,#19-1147",Central,62,,,,,
1000145,S5448637S,Neo Fook Lian,Female,"Punggol,Ave9,BLK9,#4-627",Northeast,78,,,,,
1000146,S4432642F,Wu Kah Kuan,Female,"Ang Mo Kio,Ave7,BLK2,#2-264",Northeast,22,,,,,
1000147,S6956043K,Lee Kuan Mun,Male,"Changi,Ave9,BLK8,#16-1333",East,75,,,,,
1000148,S6094268Z,Chua Meng Chun,Female,"Jurong,Ave6,BLK4,#19-1490",West,12,,,,,
1000149,S7061661A,Yeo Hoong Meng,Female,"Punggol,Ave8,BLK8,#3-192",Northeast,17,,,,,
1000150,S7183911C,Yap Keng Yew,Male,"Sembawang,Ave1,BLK7,#20-635",North,49,,,,,
1000151,S5778212U,Pang Lay Sun,Female,"Bedok,Ave2,BLK10,#11-1543",East,9,,,,,
1000152,S6526629K,Chua Hoong Hoong,Female,"Bukit Merah,Ave3,BLK7,#12-844",Central,22,,,,,
1000153,S7424305G,Pan Yue Kah,Male,"Jurong,Ave2,BLK5,#14-595",West,48,,,,,
1000154,S6240849C,Fang Wai Mei,Male,"Tampines,Ave10,BLK7,#20-1764",East,78,,,,,
1000155,S8886325S,Phua Wai Mei,Female,"Punggol,Ave6,BLK5,#6-617",Northeast,58,,,,,
1000156,S8100787U,Lau Eng Choon,Female,"Punggol,Ave9,BLK10,#18-893",Northeast,50,,,,,
1000157,S5044470S,Pang Beng Xiao,Male,"Yishun,Ave9,BLK1,#7-1586",North,35,,,,,
1000158,S6019300S,Ong Yew Poh,Female,"Choa Chu Kang,Ave7,BLK4,#17-1208",West,79,,,,,
1000159,S5821341D,Chua Yee Beng,Male,"Sembawang,Ave1,BLK2,#18-803",North,43,,,,,
1000160,S4971138Y,Phua Xiao Keng,Female,"Tampines,Ave9,BLK2,#6-661",East,28,,,,,
1000161,S5581212K,Chang Lan Kuan,Male,"Sengkang,Ave6,BLK8,#20-1109",Northeast,42,,,,,
1000162,S6095118T,Ong Keng Fook,Male,"Bedok,Ave9,BLK8,#20-1208",East,87,,,,,
1000163,S7225420H,Yeo Eng Lan,Female,"Bukit Panjang,Ave2,BLK7,#8-502",West,52,,,,,
1000164,S8294689Q,Teo Seng Chun,Male,"Ang Mo Kio,Ave9,BLK9,#7-554",Northeast,34,,,,,
1000165,S5293791K,Pang Kek Fook,Male,"Sengkang,Ave3,BLK4,#20-1101",Northeast,24,,,,,
1000166,S4403708V,Lau Keng Kah,Female,"Bishan,Ave4,BLK5,#15-1854",Central,74,,,,,
1000167,S7481005C,Teo Tee Meng,Male,"Choa Chu Kang,Ave7,BLK10,#17-1085",West,17,,,,,
1000168,S7961881X,Lim Eng Ting,Male,"Pasir Ris,Ave1,BLK7,#18-1581",East,25,,,,,
1000169,S4546968T,Lau Kek Keng,Male,"Ang Mo Kio,Ave1,BLK1,#10-1096",Northeast,47,,,,,
1000170,S7207084R,Soh Lan Lan,Male,"Changi,Ave6,BLK3,#20-676",East,44,,,,,
1000171,S5336769F,Yong Tee Wai,Male,"Changi,Ave3,BLK5,#12-1678",East,77,,,,,
1000172,S8605275H,Lim Yue Keng,Female,"Choa Chu Kang,Ave10,BLK10,#17-667",West,90,,,,,
1000173,S8616973B,Chen Kah Hoong,Male,"Hougang,Ave3,BLK8,#9-1179",Northeast,62,,,,,
1000174,S7997341U,Neo Fatt Kuan,Female,"Bukit Batok,Ave6,BLK8,#10-865",West,27,,,,,
1000175,S8228727S,Loh Xiao Lan,Male,"Woodlands,Ave10,BLK9,#14-570",North,65,,,,,
1000176,S6343106G,Wong Xiao Chun,Male,"Choa Chu Kang,Ave8,BLK4,#13-811",West,76,,,,,
1000177,S7656284P,Pan Gim Leng,Female,"Changi,Ave4,BLK4,#12-892",East,81,,,,,
1000178,S6069967O,Yeo Tee Seng,Female,"Jurong,Ave7,BLK10,#13-819",West,10,,,,,
1000179,S7905375P,Low Gim Yue,Female,"Bukit Merah,Ave4,BLK8,#20-965",Central,79,,,,,
1000180,S7961092S,Yong Yew Hock,Male,"Woodlands,Ave4,BLK7,#5-946",North,75,,,,,
1000181,S6028893S,Tay Yue Mun,Male,"Bedok,Ave1,BLK6,#7-1422",East,27,,,,,
1000182,S6227488Q,Fong Yew Kek,Female,"Bukit Timah,Ave4,BLK10,#2-524",Central,9,,,,,
1000183,S5985742S,Teo Ting Eng,Male,"Hougang,Ave3,BLK5,#7-279",Northeast,87,,,,,
1000184,S4878982O,Lee Kah Mun,Female,"Choa Chu Kang,Ave5,BLK6,#10-598",West,57,,,,,
1000185,S5377016A,Tan Wai Keng,Male,"Bukit Panjang,Ave2,BLK7,#13-768",West,33,,,,,
1000186,S6819998I,Goh Keng Hoong,Male,"Punggol,Ave7,BLK1,#5-1265",Northeast,56,,,,,
1000187,S5630135K,Ho Seng Tee,Female,"Hougang,Ave8,BLK10,#14-1110",Northeast,26,,,,,
1000188,S7976924X,Chan Xiao Wei,Female,"Ang Mo Kio,Ave3,BLK10,#15-599",Northeast,65,,,,,
1000189,S6186852L,Goh Chee Tee,Female,"Punggol,Ave7,BLK2,#18-536",Northeast,32,,,,,
1000190,S8195912G,Pang Wei Eng,Male,"Lim Chu Kang,Ave3,BLK2,#9-1014",North,89,,,,,
1000191,S7225392H,Teo Poh Beng,Female,"Bishan,Ave10,BLK8,#16-1666",Central,86,,,,,
1000192,S6683318X,Teo Wah Yew,Female,"Yishun,Ave8,BLK7,#20-678",North,57,,,,,
1000193,S6557953F,Wu Meng Lan,Female,"Bukit Timah,Ave8,BLK8,#6-697",Central,25,,,,,
1000194,S6265545Z,Tan Wah Lan,Female,"Yishun,Ave6,BLK5,#17-1894",North,73,,,,,
1000195,S8128417L,Low Sun Hoong,Female,"Pasir Ris,Ave3,BLK2,#5-893",East,26,,,,,
1000196,S4484711M,Chan Yee Kuan,Male,"Changi,Ave10,BLK9,#6-1299",East,68,,,,,
1000197,S8388159X,Lim Sun Tee,Male,"Hougang,Ave5,BLK8,#8-756",Northeast,79,,,,,
1000198,S6315473Q,Tan Kek Fatt,Female,"Woodlands,Ave10,BLK10,#15-1566",North,57,,,,,
1000199,S5832167A,Ang Chun Poh,Female,"Pasir Ris,Ave9,BLK5,#14-1553",East,50,,,,,
1000200,S6112770D,Ng Chee Meng,Male,"Sengkang,Ave6,BLK10,#13-807",Northeast,52,,,,,
1000201,S8193839S,Ang Hock Yee,Female,"Punggol,Ave6,BLK8,#4-1733",Northeast,51,,,,,
1000202,S7316165I,Yeo Yee Lan,Male,"Woodlands,Ave9,BLK10,#13-1126",North,21,,,,,
1000203,S6304858F,Tay Beng Wei,Male,"Choa Chu Kang,Ave7,BLK10,#4-1674",West,65,,,,,
1000204,S6975572G,Yong Wei Mun,Female,"Bishan,Ave9,BLK2,#5-1818",Central,41,,,,,
1000205,S8699222Z,Pan Meng Yew,Female,"Sengkang,Ave9,BLK3,#20-2000",Northeast,69,,,,,
1000206,S7518534R,Fang How Kah,Male,"Ang Mo Kio,Ave7,BLK4,#13-914",Northeast,79,,,,,
1000207,S8825632Q,Wu Kuan Mei,Male,"Bedok,Ave8,BLK6,#12-562",East,57,,,,,
1000208,S7244186E,Chan Eng Poh,Female,"Ang Mo Kio,Ave7,BLK8,#5-152",Northeast,88,,,,,
1000209,S5790616L,Fang Hock Fook,Male,"Yishun,Ave5,BLK2,#2-1776",North,67,,,,,
1000210,S6700761H,Leong Lay Yew,Female,"Bukit Batok,Ave7,BLK5,#14-1686",West,43,,,,,
1000211,S8721008L,Lee Fook Ting,Female,"Bedok,Ave8,BLK5,#6-1291",East,68,,,,,
1000212,S5784734K,Wong Lian Mun,Female,"Clementi,Ave8,BLK7,#5-1821",West,27,,,,,
1000213,S7039959O,Ong Seng Eng,Female,"Bukit Panjang,Ave7,BLK7,#13-1654",West,39,,,,,
1000214,S6797390V,Phua Yew Eng,Male,"Bukit Merah,Ave9,BLK4,#19-966",Central,83,,,,,
1000215,S5602930T,Yeo Yee Kuan,Female,"Bedok,Ave7,BLK4,#4-571",East,67,,,,,
1000216,S8361558E,Low Leng Wah,Male,"Tampines,Ave5,BLK2,#2-1220",East,20,,,,,
1000217,S5831607Q,Teng How Tee,Male,"Bukit Batok,Ave7,BLK4,#4-1293",West,87,,,,,
1000218,S8037939D,Chan Meng Mun,Male,"Clementi,Ave5,BLK5,#11-1414",West,15,,,,,
1000219,S6137446X,Tay Mun Poh,Male,"Clementi,Ave8,BLK5,#5-148",West,78,,,,,
1000220,S5698280G,Wong Tee Chun,Male,"Sengkang,Ave2,BLK6,#17-876",Northeast,11,,,,,
1000221,S7208221N,Yong Chun Lan,Male,"Yishun,Ave2,BLK6,#3-1882",North,58,,,,,
1000222,S4589407Y,Ho Leng Lian,Male,"Punggol,Ave2,BLK5,#13-1088",Northeast,51,,,,,
1000223,S7569075C,Fang Meng Beng,Female,"Bishan,Ave9,BLK7,#7-524",Central,79,,,,,
1000224,S5765175T,Wu Seng Yue,Male,"Woodlands,Ave7,BLK10,#14-1460",North,22,,,,,
1000225,S5603938K,Loh Fook Xiao,Male,"Jurong,Ave1,BLK7,#18-1645",West,30,,,,,
1000226,S5167650E,Ang Yew Hoong,Female,"Bishan,Ave7,BLK8,#4-1588",Central,84,,,,,
1000227,S7695403A,Wong Yue Tee,Female,"Sengkang,Ave9,BLK5,#7-202",Northeast,41,,,,,
1000228,S7335873I,Chen Lian Chun,Female,"Woodlands,Ave9,BLK10,#14-1543",North,62,,,,,
1000229,S7231674D,Low Kah How,Male,"Choa Chu Kang,Ave1,BLK7,#18-1426",West,81,,,,,
1000230,S7465116Q,Tan Fatt Ting,Female,"Hougang,Ave4,BLK8,#12-1898",Northeast,57,,,,,
1000231,S8121896Q,Tay Yue Meng,Male,"Sengkang,Ave10,BLK4,#11-1517",Northeast,48,,,,,
1000232,S4848464X,Teo Tee Yee,Female,"Sembawang,Ave2,BLK10,#10-1764",North,80,,,,,
1000233,S8213055W,Goh Kuan Choon,Female,"Tampines,Ave7,BLK8,#17-888",East,29,,,,,
1000234,S7332413G,Ng Fook Hoong,Male,"Pasir Ris,Ave2,BLK3,#3-917",East,27,,,,,
1000235,S6040454Q,Khoo Meng Chee,Male,"Bukit Timah,Ave9,BLK1,#2-1292",Central,19,,,,,
1000236,S4556815F,Neo Lan Poh,Male,"Bukit Panjang,Ave5,BLK3,#3-796",West,64,,,,,
1000237,S6961907M,Chua Hock Meng,Male,"Yishun,Ave9,BLK2,#18-1614",North,85,,,,,
1000238,S4460621O,Koh Fatt Yue,Female,"Choa Chu Kang,Ave9,BLK2,#10-749",West,29,,,,,
1000239,S5703302M,Low Kah Hock,Female,"Choa Chu Kang,Ave6,BLK1,#19-1766",West,41,,,,,
1000240,S7010388C,Neo Keng Wai,Female,"Changi,Ave3,BLK3,#14-115",East,57,,,,,
1000241,S7803934T,Chua Sun Mun,Female,"Bukit Panjang,Ave6,BLK10,#3-785",West,40,,,,,
1000242,S8582599R,Koh Chee Mun,Female,"Sengkang,Ave10,BLK4,#18-173",Northeast,85,,,,,
1000243,S6298569B,Loh Hock Fook,Male,"Changi,Ave8,BLK10,#17-1410",East,84,,,,,
1000244,S7322076G,Fong Leng Tee,Male,"Yishun,Ave1,BLK2,#14-1264",North,23,,,,,
1000245,S7035039X,Yong Tee Hock,Male,"Bishan,Ave7,BLK4,#14-638",Central,25,,,,,
1000246,S6809707A,Lau Wei Kek,Male,"Jurong,Ave2,BLK3,#19-197",West,86,,,,,
